fund_id,fund_name,parent_company,fund_size,greatstone_return_rating,greatstone_risk_rating,fund_ratio_net_annual_expense,10_years_return_mean_annual_fund,10_years_return_fund,3_years_return_mean_annual_fund,fund_return_3years,2012_fund_return,aaa_rating,10_years_beta_category,3_years_return_mean_annual_category,5_years_alpha_fund,10_years_alpha_fund,10yrs_sharpe_ratio_fund,3_years_alpha_fund,cash_percent_of_portfolio,10_years_beta_fund,10_years_return_mean_annual_category,5yrs_sharpe_ratio_fund,3yrs_sharpe_ratio_fund,2016_return_fund,2010_return_fund,yield,portfolio_energy_allocation,aa_rating,portfolio_property_allocation,5_years_return_mean_annual_fund,5_years_return_fund,portfolio_financial_services,stock_percent_of_portfolio,b_rating,portfolio_cyclical_consumer_allocation,2016_return_category,below_b_rating,2017_return_fund,return_ytd,ytd_return_fund,fund_return_3months,2014_return_fund,pb_ratio,1_year_return_fund,portfolio_tech_allocation,10years_fund_std,portfolio_healthcare_allocation,portfolio_others,2010_return_category,years_down,3_years_return_category,5_years_beta_category,2018_return_fund,greatstone_rating
484849dd-911e-43bd-9320-4e5956a2b73f,Riverbridge Growth Fund Institutional Class,Riverbridge,Large,4.0,2.0,0.96,,0.0,1.4,17.16,,0.0,0.01,0.01,0.42,,,2.51,2.78,,0.01,0.84,1.2,5.66,,0.0,0.0,0.0,2.96,0.96,11.21,1.77,97.19,0.0,11.26,6.03,0.0,25.42,15.01,15.01,15.01,3.12,5.75,14.63,31.92,,10.44,0.03,,,14.18,0.01,4.24,4
9f7dbc05-692c-410c-adbb-4223f62bda87,JPMorgan U.S. Research Enhanced Equity Fund Class R6,JPMorgan,Large,4.0,3.0,0.25,1.3,15.77,1.07,12.94,17.3,0.0,0.01,0.01,-1.48,-0.46,1.15,-0.84,0.75,1.02,0.01,0.77,1.04,9.85,15.5,1.46,5.32,0.0,2.25,0.82,9.58,16.03,99.25,0.0,13.22,10.37,0.0,21.63,13.37,13.37,13.37,15.84,2.65,8.74,20.77,13.1,15.01,0.0,14.01,3.0,11.84,0.01,-5.5,4
4c56505d-651d-4535-b53d-b2f7dd046cd1,Janus Henderson U.S. Managed Volatility Fund Class I,Janus Henderson,Large,3.0,2.0,0.68,1.27,15.47,0.91,10.93,15.64,0.0,0.01,0.01,0.72,0.66,1.18,-0.76,0.76,0.93,0.01,0.86,0.92,8.08,15.41,1.66,5.42,0.0,11.2,0.79,9.34,8.84,99.24,0.0,13.71,10.37,0.0,20.57,12.91,12.91,12.91,9.32,3.01,7.25,10.65,12.54,12.12,0.0,14.01,2.0,11.84,0.01,-3.54,3
754fe1b8-4d95-4321-ad72-248e9cf71534,Voya SmallCap Opportunities Fund Class C,Voya,Small,2.0,3.0,2.11,1.28,14.72,0.87,9.42,13.94,0.0,0.01,0.01,-7.74,-3.84,0.85,-7.9,0.85,1.23,0.01,0.34,0.54,11.57,32.24,0.0,1.16,0.0,3.47,0.54,5.19,11.54,99.15,0.0,14.4,11.2,0.0,17.13,17.11,17.11,17.11,4.13,2.68,-2.23,20.81,17.42,19.17,0.0,26.98,7.0,15.88,0.01,-17.12,2
6bc724e0-dd3c-47e3-b670-63a729198a9e,Vanguard Emerging Markets Stock Index Fund Institutional Shares,Vanguard,Large,3.0,3.0,0.1,0.84,8.67,0.85,9.88,18.91,0.0,0.01,0.01,1.22,-0.63,0.51,1.9,3.26,1.11,0.01,0.26,0.7,11.76,19.06,2.58,8.02,0.0,4.45,0.39,3.63,24.59,96.37,0.0,11.65,8.47,0.0,31.43,11.36,11.36,11.36,0.67,1.54,-6.75,20.04,19.01,2.98,0.23,19.26,7.0,9.11,0.01,-14.54,3
99042f77-5e8d-4ae2-8079-a435d2c3d056,TCW Emerging Markets Local Currency Income Fund Class I,TCW,Small,4.0,3.0,0.85,,0.0,0.35,3.72,18.05,3.16,0.01,0.0,-3.32,,,1.95,7.5,,0.0,-0.07,0.27,12.13,,2.82,0.0,0.0,0.0,0.01,-0.51,0.0,0.0,8.16,0.0,8.4,0.0,16.27,2.64,2.64,2.64,-5.94,0.0,-9.62,0.0,,0.0,0.76,,5.0,2.72,0.01,-8.22,4
33499614-81a5-4651-b99e-1d9902b20d3e,ClearBridge Small Cap Value Fund Class A,Legg Mason,Small,2.0,4.0,1.35,1.13,12.44,0.79,8.02,15.29,0.0,0.01,0.01,-10.33,-6.99,0.69,-9.4,1.72,1.32,0.01,0.15,0.44,24.45,24.93,0.24,5.99,0.0,16.59,0.29,1.97,25.62,97.38,0.0,8.59,25.99,0.0,10.54,15.46,15.46,15.46,1.71,1.45,-4.71,10.66,19.1,5.09,0.0,26.17,6.0,8.3,0.01,-21.62,2
bfb0e2fc-0349-45af-965a-643e9b4cb182,Vanguard Small-Cap Growth Index Fund Admiral Shares,Vanguard,Medium,3.0,2.0,0.07,1.48,17.53,1.32,15.77,17.66,0.0,0.01,0.01,-3.27,-1.59,0.99,-0.55,2.03,1.24,0.01,0.58,0.97,10.73,,0.67,3.19,0.0,11.21,0.79,8.72,5.33,97.97,0.0,11.61,11.2,0.0,21.92,19.5,19.5,19.5,4.02,2.84,10.4,26.49,17.53,19.14,0.0,,2.0,15.88,0.01,-5.68,3
005edc00-ea93-426f-8fef-b3f2188696cd,Oppenheimer Global Fund Class I,OppenheimerFunds,Large,4.0,5.0,0.69,1.2,14.04,1.19,14.28,,0.0,0.01,0.01,5.56,5.28,0.89,5.2,0.55,0.94,0.01,0.59,1.0,0.59,,0.86,0.67,0.0,1.72,0.73,8.19,16.77,99.43,0.0,16.12,5.54,0.0,36.79,16.97,16.97,16.97,2.49,2.53,1.55,30.1,15.74,15.75,0.0,,1.0,9.96,0.01,-13.21,4
2f818bab-7ee8-413b-a4e9-b34e42aad705,BMO Balanced Allocation Fund Class R6,BMO Funds,Large,3.0,3.0,0.54,,0.0,0.65,7.85,13.21,52.06,0.01,0.01,,,,-0.78,11.52,,0.01,,0.96,7.0,13.97,2.6,4.77,4.16,4.04,,0.0,16.41,60.22,5.34,11.99,7.34,1.94,14.92,9.03,9.03,9.03,6.53,2.2,3.16,18.54,,13.16,2.63,11.83,2.0,7.44,0.01,-6.01,3
cdba4724-b4a0-421d-b809-2fd0d5471e1b,Hartford Schroders International Stock Fund Class Y,Hartford Mutual Funds,Large,5.0,4.0,0.85,0.9,9.96,0.74,8.58,,0.0,0.01,0.01,1.19,1.14,0.64,0.39,2.07,0.99,0.01,0.3,0.67,,,1.38,4.59,0.0,0.0,0.36,3.64,16.47,97.93,0.0,20.91,,0.0,29.97,11.12,11.12,11.12,,2.17,-1.94,16.47,16.09,10.94,0.0,,1.0,6.62,0.01,-12.35,4
e00d8cef-012d-43cd-a354-87fdb7cbd458,Fidelity Select Materials Portfolio,Fidelity Investments,Large,4.0,3.0,0.79,1.15,12.53,0.59,6.26,20.17,0.0,0.01,0.01,-5.84,-2.0,0.67,-5.18,0.0,1.29,0.01,0.1,0.41,11.99,28.09,1.22,0.0,0.0,0.0,0.2,1.2,0.0,100.0,0.0,5.95,26.69,0.0,26.22,10.92,10.92,10.92,-0.06,1.88,-9.98,0.0,19.97,0.0,0.0,18.06,8.0,8.01,0.01,-23.65,4
bcf6e7be-0865-44af-8009-3d54a2b00036,AMG Renaissance Large Cap Growth Fund Class N,AMG Funds,Large,2.0,3.0,1.03,,0.0,1.04,12.33,17.1,0.0,0.01,0.01,-1.33,,,-2.33,0.79,,0.01,0.77,0.89,8.81,15.53,0.49,0.0,0.0,0.0,0.87,10.13,16.26,99.21,0.0,18.07,3.23,0.0,22.03,15.27,15.27,15.27,19.49,4.83,8.32,30.88,,13.32,0.0,15.53,3.0,15.35,0.01,-7.23,2
f6ffa8f3-336c-42f2-88a1-8a79bbc480b2,Franklin LifeSmart 2040 Retirement Target Fund Class R,Franklin Templeton Investments,Large,1.0,2.0,1.17,,0.0,0.68,8.1,,56.4,0.01,0.01,-1.7,,,-1.61,7.35,,0.01,0.49,0.85,2.66,,1.7,4.63,5.05,2.09,0.43,4.88,15.37,73.59,6.1,10.43,7.95,1.23,18.31,10.47,10.47,10.47,5.48,2.17,2.47,17.48,,12.22,0.3,,2.0,9.54,0.01,-7.27,1
f9a0d663-09d0-4021-8f2b-ff023fd18eb1,BNY Mellon Municipal Opportunities Fund Class Investor,BNY Mellon Funds,Medium,5.0,4.0,1.0,0.5,6.04,0.29,3.49,10.52,6.03,0.01,0.0,0.87,0.9,1.23,1.0,2.81,1.09,0.0,1.19,0.73,-0.28,3.27,3.06,0.0,27.45,0.0,0.34,4.13,0.0,0.0,1.82,0.0,-0.2,0.97,5.91,2.98,2.98,2.98,11.18,0.0,5.48,0.0,4.5,0.0,0.0,2.22,2.0,2.09,0.01,2.3,5
279357f6-2cc0-480c-8e0a-e002ec61b931,Eaton Vance Tax-Managed Equity Asset Allocation Fund Class B,Eaton Vance,Large,4.0,3.0,2.07,1.03,12.16,0.87,10.4,13.23,0.0,0.02,0.01,-0.45,-2.0,0.92,-1.06,0.82,1.54,0.01,0.62,0.91,6.73,11.41,0.0,5.71,0.0,3.04,0.6,6.91,15.83,90.73,0.0,13.05,8.45,0.0,18.27,12.86,12.86,12.86,6.21,2.94,5.99,20.77,12.97,13.66,0.08,14.83,3.0,9.6,0.02,-6.53,4
79bf4b71-9267-4886-b62e-8da78abddd90,Russell Investments LifePoints Equity Growth Strategy Fund Class A,Russell,Large,2.0,4.0,1.42,0.91,10.53,0.69,8.25,14.7,0.0,0.01,0.01,-2.36,-3.85,0.8,-1.35,22.5,1.58,0.01,0.43,0.87,10.78,13.8,4.69,6.35,0.0,4.81,0.4,4.47,20.92,63.02,0.0,11.03,7.93,0.0,15.86,9.65,9.65,9.65,3.04,1.62,-0.37,15.46,13.11,10.02,1.79,13.49,4.0,8.38,0.01,-9.62,2
6df3b9f2-9446-486b-a660-7042f6d1f42f,Bernzott US Small Cap Value Fund,Bernzott Capital Advisors,Small,5.0,2.0,0.95,,0.0,1.3,15.75,,0.0,0.01,0.01,-2.15,,,0.64,5.01,,0.01,0.66,1.05,16.05,,0.39,0.0,0.0,0.0,0.83,9.36,5.53,94.99,0.0,27.94,20.78,0.0,26.85,13.73,13.73,13.73,5.26,2.4,5.51,31.02,,9.15,0.0,,2.0,10.17,0.01,-6.2,5
38194158-1dd3-48a7-9218-1b47cb7f15e9,PIMCO Total Return Fund Institutional Class,PIMCO,,4.0,4.0,0.55,0.4,4.84,0.23,2.8,10.36,0.0,0.01,0.0,0.27,1.11,1.26,0.84,16.83,0.98,0.0,0.7,0.55,2.6,8.83,3.32,0.0,0.0,0.0,0.24,2.85,0.0,0.0,0.0,100.0,3.23,0.0,5.13,2.78,2.78,2.78,4.69,0.0,3.83,0.0,3.44,0.0,2.96,7.72,4.0,2.37,0.01,-0.26,4
36ec072d-df76-4732-a413-aa2cf510b9c6,Goldman Sachs Large Cap Value Insights Fund Investor Class,Goldman Sachs,Large,4.0,4.0,0.7,1.22,14.62,0.99,11.82,15.49,0.0,0.01,0.01,-2.64,-1.53,1.05,-1.58,2.24,1.03,0.01,0.66,0.91,14.74,14.1,1.45,10.26,0.0,5.25,0.72,8.26,26.46,97.76,0.0,6.24,14.81,0.0,19.28,11.47,11.47,11.47,14.21,1.71,3.33,7.86,13.46,18.31,0.0,13.66,3.0,10.01,0.01,-8.94,4
22e98100-a70a-4536-9b3a-a2b1856b6872,Western Asset Pennsylvania Municipals Fund Class I,Legg Mason,Medium,4.0,2.0,0.6,0.36,4.28,0.21,2.52,6.49,6.64,0.01,0.0,0.55,-0.08,1.06,0.13,1.88,0.92,0.0,1.16,0.47,1.3,1.71,3.48,0.0,39.59,0.0,0.31,3.75,0.0,0.0,0.0,0.0,0.36,0.39,4.61,2.63,2.63,2.63,9.88,0.0,4.65,0.0,3.57,0.0,0.0,1.48,1.0,2.44,0.01,1.28,4
e41acf75-2206-4d3f-a290-91302004dbbf,Nationwide Investor Destinations Conservative Fund Service Class,Nationwide,Large,2.0,2.0,0.88,0.36,4.38,0.29,3.49,5.08,35.36,0.0,0.0,0.26,0.78,1.31,-0.69,12.02,0.34,0.01,0.75,0.79,4.62,5.87,2.16,5.36,17.42,4.67,0.24,2.88,17.55,15.07,6.42,12.28,5.55,0.54,5.75,4.45,4.45,4.45,3.57,1.87,2.85,16.8,2.96,11.53,3.78,9.73,3.0,4.01,0.0,-2.3,2
317c2774-ebb2-42a7-a68f-c83e000f5593,VY JPMorgan Small Cap Core Equity Portfolio Class A,Voya,Small,4.0,3.0,1.45,1.34,15.7,1.07,12.39,18.24,0.0,0.01,0.01,-4.04,-2.42,0.94,-3.21,3.24,1.18,0.01,0.51,0.76,21.17,26.27,0.09,3.33,0.0,8.49,0.71,7.69,16.89,96.76,0.0,15.1,20.78,0.0,15.17,14.0,14.0,14.0,7.94,1.87,1.35,14.86,16.62,12.71,0.0,25.61,5.0,10.17,0.01,-10.83,4
e0bd5513-ecd0-4f9b-a7fc-2af0c8994111,JPMorgan Investor Growth Fund Class C,JPMorgan,Large,3.0,2.0,1.55,1.01,11.97,0.82,9.8,14.61,48.02,0.02,0.01,-0.8,-1.65,0.95,-1.67,4.2,1.47,0.01,0.6,0.87,8.1,11.99,2.08,5.73,4.69,2.85,0.59,6.69,18.54,85.0,8.16,13.37,8.45,1.94,20.35,11.69,11.69,11.69,8.48,2.16,1.79,18.65,12.31,13.67,0.11,14.83,7.0,9.6,0.02,-9.38,3
13405dad-f441-428c-bfb9-b9ec7a7cf2f2,Northern Bond Index Fund,Northern Funds,Large,2.0,4.0,0.15,0.29,3.48,0.16,1.85,4.05,72.64,0.01,0.0,-0.15,-0.3,1.05,-0.19,0.0,1.01,0.0,0.63,0.2,2.33,6.21,2.81,0.0,2.67,0.0,0.22,2.6,0.0,0.0,0.0,0.0,3.23,0.0,3.48,2.9,2.9,2.9,5.91,0.0,4.32,0.0,2.88,0.0,0.0,7.72,2.0,2.37,0.01,-0.16,2
2971f0c1-9661-4971-97da-70ea922eaff7,T. Rowe Price Emerging Markets Corporate Bond Fund,T. Rowe Price,Small,4.0,2.0,1.15,,0.0,0.51,6.26,,0.8,0.01,0.0,2.72,,,4.27,0.96,,0.01,0.81,1.21,11.27,,4.62,100.0,0.0,0.0,0.39,4.64,0.0,0.04,23.29,0.0,10.51,0.0,8.87,5.4,5.4,5.4,3.14,0.57,5.15,0.0,,0.0,0.0,,3.0,5.35,0.01,-1.6,4
1430c91e-ff67-4ac1-8bd0-f1472b1bc254,BlackRock GNMA Portfolio Service Shares,BlackRock,Large,3.0,3.0,1.09,0.24,2.89,0.08,0.96,3.77,100.06,0.01,0.0,-0.13,0.02,0.97,-0.78,25.39,0.73,0.0,0.52,-0.15,1.27,7.14,3.39,0.0,0.0,0.0,0.15,1.79,0.0,0.0,0.0,0.0,0.89,0.0,1.12,2.05,2.05,2.05,5.92,0.0,3.67,0.0,2.5,0.0,0.02,5.66,2.0,0.98,0.01,0.11,3
e86b8e3c-e694-4d03-a6a4-7f89950bb858,Delaware Mid Cap Value Fund Class A,Delaware Funds by Macquarie,Medium,4.0,4.0,1.14,1.2,13.98,0.89,10.2,13.14,0.0,0.01,0.01,-4.72,-3.62,0.89,-4.74,0.0,1.15,0.01,0.49,0.68,18.61,27.63,0.29,6.9,0.0,10.47,0.64,6.95,22.73,97.53,0.0,11.78,18.06,0.0,16.84,16.05,16.05,16.05,6.71,1.91,0.52,9.51,15.6,4.61,2.47,21.92,3.0,8.55,0.01,-15.56,3
db27cd1b-585e-40a2-8cfe-8b8c530a7c5f,ClearBridge Mid Cap Fund Class IS,Legg Mason,Medium,3.0,4.0,0.73,1.23,14.43,0.77,8.66,18.69,0.0,0.01,0.01,-4.86,-3.16,0.91,-5.66,1.41,1.15,0.01,0.47,0.6,8.9,22.71,0.57,3.68,0.0,8.62,0.59,6.37,10.22,98.59,0.0,18.65,14.14,0.0,13.21,16.83,16.83,16.83,8.29,2.97,5.07,24.08,15.73,11.88,0.0,22.52,2.0,9.67,0.01,-12.56,3
e3b092ef-4916-42e1-9b5c-7e701df38233,Principal Global Real Estate Securities Fund R-5,Principal Funds,Medium,4.0,2.0,1.13,1.32,15.55,0.64,7.3,,0.0,0.01,0.01,2.82,3.83,0.96,-0.87,1.97,0.97,0.01,0.62,0.58,,,2.66,0.0,0.0,95.47,0.67,7.64,0.0,98.03,0.0,2.28,1.97,0.0,14.64,15.08,15.08,15.08,,1.4,12.56,1.36,15.97,0.0,0.0,,1.0,6.27,0.01,-3.61,4
400d62ff-c747-4bb3-8d3f-2b5e8d726b38,DWS High Income Fund - Class R,DWS,Small,3.0,3.0,1.29,0.75,9.12,0.59,7.18,,8.0,0.0,0.01,2.18,7.15,1.29,5.54,8.2,0.42,0.01,0.56,1.3,12.38,,5.05,0.0,0.0,0.0,0.29,3.47,0.0,0.15,27.0,0.0,13.3,2.0,6.79,7.04,7.04,7.04,1.5,1.53,5.45,0.0,6.58,0.0,0.0,,2.0,6.97,0.0,-2.81,3
f3debeda-bf2d-4920-90a7-d347c365342a,Nuveen Mid Cap Growth Opportunities Fund Class A,Nuveen,Medium,3.0,3.0,1.18,1.29,15.2,1.11,12.97,14.83,0.0,0.01,0.01,-4.18,-2.36,0.94,-3.1,0.58,1.15,0.01,0.53,0.82,1.17,27.58,0.0,1.08,0.0,0.0,0.7,7.65,11.14,99.42,0.0,16.33,6.03,0.0,24.47,19.78,19.78,19.78,8.32,4.19,6.01,31.37,16.06,16.41,0.0,24.61,6.0,14.18,0.01,-9.13,2
ceb8b54a-1da6-402c-8888-d733dda2b5a3,Fidelity International Index Investor,Fidelity Investments,Large,3.0,4.0,0.17,0.67,6.8,0.35,3.76,18.69,,0.01,0.01,0.4,-0.06,0.45,-0.34,,1.0,0.01,0.18,0.31,1.2,7.7,,,,,0.22,1.99,,,,,0.79,,25.23,,-9.22,-9.14,-5.45,,-7.2,,16.86,,,10.24,7.0,6.62,0.01,,3
b1a81a54-eb2e-414c-a87f-7a449b5a45cc,Great-West U.S. Government Securities Fund Investor Class,Great-West Funds,Large,4.0,3.0,0.6,0.24,2.89,0.12,1.37,3.22,96.39,0.01,0.0,-0.14,-0.13,1.04,-0.49,0.33,0.78,0.0,0.6,0.05,1.22,5.57,1.88,0.0,1.68,0.0,0.18,2.16,0.0,0.0,0.0,0.0,0.89,0.0,2.21,2.17,2.17,2.17,5.45,0.0,4.02,0.0,2.32,0.0,0.0,5.66,2.0,0.98,0.01,0.47,4
6931ceba-b59c-4030-8eda-132ce999a4c5,AQR Global Equity Fund Class R6,AQR Funds,Large,3.0,3.0,0.71,,0.0,0.82,9.62,,0.0,0.01,0.01,4.07,,,1.65,63.72,,0.01,0.55,0.75,7.03,,1.74,7.3,0.0,3.7,0.58,6.51,11.05,31.43,0.0,11.12,5.54,0.0,25.57,13.49,13.49,13.49,,1.99,-2.32,22.29,,19.48,4.85,,1.0,9.96,0.01,-14.41,3
e3c3555f-6386-4308-8ea8-5f6783403fc3,Loomis Sayles Strategic Alpha Fund Class N,Natixis Funds,Large,4.0,2.0,0.7,,0.0,0.35,4.2,,0.0,0.0,0.0,1.82,,,2.94,5.99,,0.0,0.78,1.45,,,3.73,8.25,0.0,1.63,0.22,2.59,12.98,3.92,0.0,16.68,,0.0,,1.79,1.79,1.79,,1.96,1.36,17.03,,13.77,0.94,,,3.71,0.0,0.68,4
2d016ad7-978e-43e7-b107-576f8864546e,UBS U.S. Small Cap Growth Fund Class A,UBS Asset Management,Small,4.0,5.0,1.25,1.54,18.02,1.53,18.0,16.25,0.0,0.01,0.01,-4.87,-1.04,0.95,-0.18,2.48,1.25,0.01,0.47,0.93,6.37,38.21,0.0,1.42,0.0,2.45,0.82,8.31,7.26,97.52,0.0,11.44,11.2,0.0,19.14,20.28,20.28,20.28,7.16,2.94,9.74,28.86,18.99,21.91,0.0,26.98,6.0,15.88,0.01,-4.7,3
3559bd87-f60a-43e5-80ef-35b9f37db6fc,DWS Small Cap Growth Fund - Class Inst,DWS,Small,2.0,3.0,0.94,1.38,16.12,0.93,10.41,11.63,0.0,0.01,0.01,-6.94,-2.56,0.91,-6.01,2.75,1.23,0.01,0.36,0.63,8.91,30.3,0.0,2.6,0.0,2.98,0.56,5.49,6.85,97.15,0.0,14.46,11.2,0.0,21.05,13.62,13.62,13.62,2.79,2.72,-1.04,18.28,17.81,20.98,0.0,26.98,3.0,15.88,0.01,-13.22,3
aa276bac-2143-46be-a848-a1e45b62aa3f,DFA Global Equity Portfolio Institutional Class,Dimensional Fund Advisors,Large,4.0,3.0,0.3,1.17,13.77,0.9,10.65,18.24,0.0,0.01,0.01,4.11,5.5,0.92,3.43,1.03,0.87,0.01,0.54,0.86,12.93,19.35,1.95,6.04,0.0,3.56,0.58,6.49,17.27,98.94,0.0,14.53,5.54,0.0,22.15,12.47,12.47,12.47,4.62,1.81,0.45,15.82,14.79,9.5,0.03,13.74,4.0,9.96,0.01,-11.49,4
c5308d89-bc28-41f6-bcfd-c611e593b159,Voya Small Company Portfolio Class A,Voya,Small,3.0,3.0,1.39,1.23,14.3,0.83,9.16,14.01,0.0,0.01,0.01,-5.35,-3.57,0.86,-6.44,2.94,1.18,0.01,0.42,0.56,23.85,23.75,0.11,2.47,0.0,9.67,0.61,6.3,20.93,97.06,0.0,8.68,20.78,0.0,10.69,14.33,14.33,14.33,6.0,1.73,-2.54,15.32,16.56,10.57,0.0,25.61,3.0,10.17,0.01,-16.22,3
5a93ceb7-3f7f-4f23-92bd-fb525e5bc2ec,Putnam PanAgora Market Neutral Fund Class M,Putnam,,0.0,0.0,2.32,,0.0,,0.0,,0.0,0.0,0.0,,,,,35.13,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,-2.51,-2.51,-2.51,,0.0,-7.95,0.0,,0.0,64.87,,1.0,0.71,0.0,-7.2,0
489a44de-43a2-4e55-8985-4ea09df71a48,The Arbitrage Fund Class A,Arbitrage Fund,Medium,4.0,1.0,1.94,0.21,2.53,0.2,2.43,,0.0,0.0,0.0,1.4,2.02,0.84,1.13,38.54,0.02,0.0,0.79,0.62,3.29,,0.53,0.08,0.0,3.95,0.19,2.32,18.5,60.71,0.0,24.96,2.23,0.0,2.57,0.94,0.94,0.94,1.35,2.15,3.13,23.83,2.48,7.62,0.56,,,0.71,0.0,2.08,4
bd0a99d2-f102-4faf-ad89-037c38e2db3a,Western Asset New Jersey Municipals Fund Class A,Legg Mason,Medium,3.0,2.0,0.79,0.36,4.38,0.2,2.39,7.25,0.58,0.01,0.0,-0.1,-0.04,1.07,-0.16,0.02,0.93,0.0,0.89,0.36,-0.01,2.09,3.61,0.0,23.55,0.0,0.27,3.24,0.0,0.0,0.0,0.0,0.56,0.54,5.42,2.49,2.49,2.49,8.46,0.0,4.49,0.0,3.64,0.0,0.0,1.38,5.0,2.76,0.01,0.8,3
353e43dd-37f9-4abf-9ea0-6e90bb81617c,Touchstone Ultra Short Duration Fixed Income Fund Class C,Touchstone,Medium,2.0,3.0,1.19,0.08,0.98,0.1,1.19,,31.64,0.0,0.0,-0.17,0.33,1.2,-0.14,10.93,0.06,0.0,-0.22,-0.3,0.99,,1.82,0.0,17.29,0.0,0.06,0.73,0.0,0.0,0.04,0.0,1.41,0.08,0.82,0.84,0.84,0.84,0.1,0.0,1.95,0.0,0.44,0.0,0.0,,1.0,1.75,0.0,1.24,2
24feb637-9398-473a-8571-3e89b4e6cf18,Columbia Capital Allocation Conservative Portfolio Class A,Columbia,Large,3.0,3.0,1.05,0.47,5.73,0.32,3.82,8.81,58.27,0.0,0.0,-0.11,0.88,1.26,-0.84,15.03,0.48,0.01,0.64,0.76,4.48,8.62,2.15,5.81,3.48,3.67,0.26,3.09,17.76,17.55,3.28,11.23,5.55,0.38,7.95,4.89,4.89,4.89,4.61,2.14,2.38,19.9,4.13,13.56,6.52,9.73,3.0,4.01,0.0,-3.49,3
cdcdef17-cebd-4de9-ada9-b7cb52528457,Baillie Gifford The Global Alpha Equity Fund Class 3,Baillie Gifford Funds,Large,4.0,4.0,0.6,,0.0,1.23,14.76,18.72,0.0,0.01,0.01,6.18,,,5.64,1.84,,0.01,0.64,1.01,5.02,,0.76,4.17,0.0,1.11,0.78,8.87,31.25,98.16,0.0,15.38,5.54,0.0,34.65,15.2,15.2,15.2,4.52,2.55,1.1,19.37,,10.55,0.0,,1.0,9.96,0.01,-9.37,4
f3acb618-4851-4dd7-86ac-f32767a8660c,IVA International Fund Class I,IVA Funds,Large,2.0,1.0,1.0,0.69,8.2,0.34,3.88,10.5,0.0,0.01,0.01,0.67,3.17,0.92,-2.0,9.85,0.5,0.01,0.28,0.37,2.82,16.74,1.54,1.92,0.0,0.0,0.24,2.61,7.39,79.33,0.0,25.5,1.79,0.0,17.25,7.55,7.55,7.55,1.41,1.13,-6.08,11.52,8.43,12.16,7.89,21.01,2.0,6.7,0.01,-12.93,2
e1342826-50b4-445b-b7ad-7d0d4f427111,American Funds The Income Fund of America Class R-6,American Funds,Large,3.0,1.0,0.28,0.94,11.55,0.65,7.88,12.27,66.84,0.01,0.01,0.62,1.82,1.28,-0.02,7.04,1.0,0.01,0.76,1.02,10.89,12.28,3.28,8.99,1.4,7.73,0.53,6.23,13.22,65.94,6.58,8.72,7.93,1.77,13.68,7.9,7.9,7.9,8.74,2.42,4.69,11.72,8.49,12.56,0.01,13.49,2.0,8.38,0.01,-4.81,4
0b8d1b9e-7aba-4dac-ae59-989fa046d9ec,Domini Impact International Equity Fund A Shares,Domini,Large,5.0,3.0,1.43,0.91,10.12,0.48,5.28,22.42,0.0,0.01,0.01,0.52,1.32,0.66,-2.82,0.03,0.98,0.01,0.24,0.4,3.12,11.31,1.07,0.0,0.0,6.61,0.3,2.98,21.12,99.97,0.0,12.96,3.34,0.0,24.46,10.07,10.07,10.07,-3.34,1.14,-7.3,8.3,15.89,13.53,0.0,7.48,3.0,5.92,0.01,-16.31,4
64a2ce8e-f58d-4207-a592-9058c9329140,"Morgan Stanley Institutional Fund, Inc. Frontier Markets Portfolio Class IS",Morgan Stanley,Medium,1.0,2.0,1.69,0.71,7.88,0.2,1.67,,0.0,0.01,0.01,-4.27,1.96,0.59,-4.99,0.65,0.66,0.01,-0.21,0.09,3.88,,3.88,3.42,0.0,5.37,-0.14,-2.41,45.07,97.27,0.0,3.01,8.47,0.0,20.83,5.88,5.88,5.88,,1.93,-22.52,2.96,13.7,6.72,0.0,,1.0,9.11,0.01,-22.61,1
fba4a773-498e-4727-a8bf-f57be56c7312,John Hancock Funds II Equity Income Fund Class C,John Hancock,Large,3.0,3.0,1.84,1.06,12.46,0.8,9.34,,0.0,0.01,0.01,-4.89,-3.35,0.91,-3.15,2.04,1.03,0.01,0.44,0.75,17.63,,1.12,10.41,0.0,1.61,0.49,5.36,24.58,95.85,0.0,4.77,14.81,0.0,14.96,10.77,10.77,10.77,,1.77,1.63,9.92,13.44,13.44,0.0,,1.0,10.01,0.01,-10.6,3
7f41a6a6-195f-4978-bd84-232cc00fcfef,American Century Focused International Growth Fund C Class,American Century Investments,Large,3.0,4.0,2.23,,0.0,0.68,7.64,,0.0,0.01,0.01,,,,-0.61,0.0,,0.01,,0.55,,,0.0,4.44,0.0,0.0,,0.0,16.44,100.0,0.0,16.78,-2.14,0.0,31.93,13.45,13.45,13.45,,3.06,-5.7,13.48,,15.97,0.0,,1.0,8.05,0.01,-14.04,3
